0,0,0,0,0,0,0,0,,,
0,2020,2120,1030,1130,7030,7030,0,,,
0,2021,2121,1031,1131,9092,9090,0,,,
0,1010,3020,9050,9050,9392,9390,0,,,
0,0,0,0,0,0,0,0,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1030,1130,,1031,1030,,1131,1031,,1130,1131
1031,1131,,1131,1130,,1130,1030,,1030,1031
