0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,0000,9050,8000,8200,8500,9050,0000
0000,0000,0090,9050,8002,8202,8502,9050,0000
0000,0000,0090,9050,8004,8204,8504,9050,0000
0000,0000,0090,9050,8006,8206,8506,9050,0000
0000,0000,0090,9050,9050,9050,9050,9050,0000
0000,0000,0090,9050,9050,9050,9092,9090,0000
0000,0000,0090,9050,9050,9050,9392,9390,0000
0000,0000,0000,5090,5090,5090,5090,0000,0000
